OrderID,OrderDate,Model,Storage,Color,Region,City,Channel,UnitPrice,Quantity,DiscountRate,GrossSales,NetSales,COGS,Profit
IP10229,18-09-2023,iPhone 14,256GB,Blue,East,Kolkata,Store,71000,2,0.2,142000,113600,103600,10000
IP10230,17-06-2023,iPhone 15,1TB,Blue,East,Bhubaneswar,Store,92100,1,0.05,92100,87495,66400,21095
IP10231,25-11-2023,iPhone 14,256GB,Blue,North,Lucknow,Store,81400,1,0.1,81400,73260,62800,10460
IP10232,03-07-2024,iPhone 15 Pro,128GB,Silver,North,Chandigarh,Online,132400,1,0.05,132400,125780,94800,30980
IP10233,03-08-2024,iPhone 14 Pro,1TB,Gold,South,Chennai,Online,130800,2,0.05,261600,248520,199200,49320
IP10234,03-06-2025,iPhone 15,512GB,Black,East,Kolkata,Store,91000,1,0.2,91000,72800,66500,6300
IP10235,30-06-2024,iPhone 14 Pro,256GB,Red,North,Chandigarh,Online,133200,2,0,266400,266400,209400,57000
IP10236,11-04-2025,iPhone 14 Pro,128GB,Silver,West,Mumbai,Online,129500,1,0,129500,129500,106100,23400
IP10237,27-09-2023,iPhone 14 Pro,1TB,Silver,South,Hyderabad,Store,130000,1,0.15,130000,110500,94200,16300
IP10238,05-01-2023,iPhone 15 Pro,128GB,Black,North,Chandigarh,Online,127100,1,0.05,127100,120745,98900,21845
IP10239,12-05-2023,iPhone 15 Pro,1TB,Black,West,Mumbai,Store,129500,1,0,129500,129500,98300,31200
IP10240,23-10-2023,iPhone 13,256GB,Red,East,Kolkata,Online,66800,2,0.15,133600,113560,101000,12560
IP10241,21-11-2024,iPhone 15 Pro,128GB,Silver,South,Hyderabad,Online,138700,1,0.1,138700,124830,112600,12230
IP10242,23-05-2023,iPhone 15,128GB,Gold,West,Mumbai,Store,88700,1,0.05,88700,84265,74100,10165
IP10243,17-05-2024,iPhone 15 Pro Max,128GB,Gold,West,Mumbai,Online,156000,1,0.15,156000,132600,130400,2200
IP10244,08-02-2023,iPhone 15,128GB,Silver,East,Patna,Store,81800,1,0,81800,81800,61300,20500
IP10245,28-06-2023,iPhone 14 Pro,128GB,Blue,South,Hyderabad,Online,118400,2,0.2,236800,189440,171600,17840
IP10246,14-09-2024,iPhone 15 Pro Max,512GB,White,North,Chandigarh,Store,158600,2,0.05,317200,301340,257400,43940
IP10247,24-02-2024,iPhone 15 Pro Max,1TB,Silver,East,Bhubaneswar,Online,169900,1,0.05,169900,161405,126900,34505
IP10248,15-02-2024,iPhone 13,1TB,Black,West,Mumbai,Online,71200,1,0.05,71200,67640,52000,15640
IP10249,13-04-2025,iPhone 13,512GB,Blue,East,Bhubaneswar,Store,71400,1,0.1,71400,64260,58100,6160
IP10250,28-04-2023,iPhone 13,256GB,Blue,West,Mumbai,Store,72300,1,0.1,72300,65070,54700,10370
IP10251,26-05-2025,iPhone 13,512GB,Red,East,Bhubaneswar,Store,61900,2,0.15,123800,105230,96000,9230
IP10252,09-10-2024,iPhone 14 Pro,256GB,Red,East,Patna,Store,113700,1,0,113700,113700,86600,27100
IP10253,15-11-2024,iPhone 15 Pro Max,1TB,Black,East,Bhubaneswar,Online,161600,1,0.2,161600,129280,127600,1680
IP10254,19-10-2023,iPhone 14 Pro,512GB,Black,North,Chandigarh,Store,127900,1,0.1,127900,115110,96200,18910
IP10255,11-01-2023,iPhone 15,1TB,White,East,Patna,Store,94400,2,0,188800,188800,148600,40200
IP10256,12-12-2024,iPhone 15 Pro Max,512GB,Gold,East,Patna,Online,152700,1,0,152700,152700,128600,24100
IP10257,31-01-2024,iPhone 15 Pro Max,1TB,Blue,South,Bengaluru,Online,167400,2,0.2,334800,267840,259800,8040
IP10258,14-09-2024,iPhone 15 Pro Max,1TB,Black,South,Bengaluru,Online,161800,1,0.1,161800,145620,135900,9720
IP10259,22-12-2023,iPhone 14 Pro,1TB,Gold,North,Lucknow,Online,133000,1,0.15,133000,113050,111500,1550
IP10260,19-04-2025,iPhone 14 Pro,512GB,Red,North,Lucknow,Online,126300,1,0.2,126300,101040,99300,1740
IP10261,13-01-2024,iPhone 14 Pro,1TB,Blue,West,Mumbai,Online,111700,1,0,111700,111700,90500,21200
IP10262,23-10-2023,iPhone 15 Pro Max,256GB,Red,East,Bhubaneswar,Online,165200,1,0.1,165200,148680,126800,21880
IP10263,24-03-2025,iPhone 14 Pro,1TB,White,West,Ahmedabad,Store,115900,1,0.05,115900,110105,95700,14405
IP10264,01-07-2023,iPhone 13,256GB,Black,East,Kolkata,Store,72600,1,0,72600,72600,60300,12300
IP10265,20-07-2024,iPhone 15 Pro Max,512GB,Silver,West,Ahmedabad,Online,146800,1,0.2,146800,117440,111500,5940
IP10266,05-11-2023,iPhone 15 Pro,512GB,Blue,South,Hyderabad,Online,130100,2,0.1,260200,234180,212800,21380
IP10267,27-10-2024,iPhone 15 Pro,256GB,Black,South,Bengaluru,Online,130000,1,0.15,130000,110500,99100,11400
IP10268,24-08-2024,iPhone 13,512GB,Gold,West,Pune,Online,73800,1,0.2,73800,59040,56800,2240
IP10269,19-04-2024,iPhone 13,128GB,Blue,East,Bhubaneswar,Store,71100,1,0.2,71100,56880,56000,880
IP10270,25-05-2025,iPhone 15,1TB,Gold,North,Delhi,Store,93700,1,0,93700,93700,68100,25600
IP10271,29-06-2023,iPhone 15,1TB,Silver,West,Mumbai,Online,86300,2,0.05,172600,163970,128800,35170
IP10272,12-10-2023,iPhone 15,128GB,Black,South,Chennai,Online,88700,1,0.05,88700,84265,65000,19265
IP10273,31-05-2025,iPhone 14 Pro,256GB,Blue,West,Mumbai,Store,126600,1,0.05,126600,120270,107100,13170
IP10274,27-12-2023,iPhone 15 Pro Max,512GB,White,West,Ahmedabad,Online,144500,1,0.2,144500,115600,119800,-4200
IP10275,04-03-2023,iPhone 15 Pro Max,256GB,Gold,South,Bengaluru,Store,169900,1,0.2,169900,135920,126600,9320
IP10276,05-01-2025,iPhone 13,128GB,Black,North,Lucknow,Store,61000,1,0.05,61000,57950,46600,11350
IP10277,23-12-2024,iPhone 15 Pro,1TB,Gold,North,Chandigarh,Store,130500,1,0.1,130500,117450,95100,22350
IP10278,04-03-2024,iPhone 15,256GB,Silver,East,Patna,Store,85700,2,0,171400,171400,134600,36800
IP10279,18-01-2023,iPhone 15 Pro Max,128GB,White,East,Patna,Store,148800,1,0.15,148800,126480,114300,12180
IP10280,13-07-2023,iPhone 14,512GB,Gold,South,Chennai,Store,78000,1,0.1,78000,70200,59300,10900
IP10281,08-11-2024,iPhone 15,256GB,Blue,North,Chandigarh,Online,91500,2,0.15,183000,155550,133000,22550
IP10282,24-02-2023,iPhone 13,512GB,Red,South,Bengaluru,Online,74200,2,0,148400,148400,110000,38400
IP10283,27-05-2025,iPhone 14 Pro,1TB,Gold,East,Kolkata,Online,123200,1,0.1,123200,110880,86700,24180
IP10284,20-04-2024,iPhone 15 Pro,512GB,White,South,Chennai,Store,145200,1,0.15,145200,123420,116000,7420
IP10285,12-04-2025,iPhone 14 Pro,1TB,Black,North,Chandigarh,Store,123800,1,0.05,123800,117610,91000,26610
IP10286,18-03-2024,iPhone 14,512GB,Black,North,Chandigarh,Store,77600,2,0.2,155200,124160,111000,13160
IP10287,27-08-2023,iPhone 15 Pro Max,1TB,Blue,North,Delhi,Store,157100,1,0.05,157100,149245,125400,23845
IP10288,21-09-2023,iPhone 14 Pro,512GB,Red,West,Mumbai,Store,112500,2,0,225000,225000,190800,34200
IP10289,15-10-2023,iPhone 15 Pro,256GB,Blue,West,Mumbai,Store,145700,1,0.2,145700,116560,123000,-6440
IP10290,14-05-2024,iPhone 15,512GB,Gold,North,Delhi,Online,90000,1,0.15,90000,76500,68500,8000
IP10291,02-04-2025,iPhone 14 Pro,512GB,Gold,West,Mumbai,Online,132400,1,0.2,132400,105920,105300,620
IP10292,03-11-2024,iPhone 15 Pro,1TB,Gold,North,Delhi,Online,126200,1,0.05,126200,119890,90700,29190
IP10293,01-07-2024,iPhone 15 Pro Max,512GB,Red,East,Kolkata,Online,159300,1,0.1,159300,143370,132800,10570
IP10294,25-03-2025,iPhone 15 Pro,512GB,White,East,Bhubaneswar,Store,138700,1,0.2,138700,110960,102500,8460
IP10295,21-01-2024,iPhone 14 Pro,1TB,Silver,West,Pune,Online,119100,1,0.1,119100,107190,88200,18990
IP10296,18-09-2023,iPhone 14 Pro,128GB,Red,West,Ahmedabad,Online,118600,2,0.2,237200,189760,185600,4160
IP10297,14-08-2023,iPhone 15,512GB,Silver,South,Hyderabad,Online,92900,1,0.2,92900,74320,78200,-3880
IP10298,03-05-2025,iPhone 15,256GB,Gold,East,Kolkata,Online,91700,1,0,91700,91700,76100,15600
IP10299,23-09-2024,iPhone 15 Pro,128GB,White,North,Chandigarh,Store,149600,1,0.15,149600,127160,122700,4460
IP10300,21-12-2024,iPhone 14,1TB,Silver,South,Chennai,Store,77300,1,0,77300,77300,57200,20100
IP10301,05-07-2024,iPhone 15 Pro Max,256GB,Gold,South,Hyderabad,Store,161000,1,0.15,161000,136850,118900,17950
IP10302,27-01-2025,iPhone 15 Pro,1TB,Blue,South,Chennai,Store,139400,1,0.2,139400,111520,118200,-6680
IP10303,17-03-2024,iPhone 14 Pro,512GB,Gold,East,Kolkata,Online,132500,1,0.1,132500,119250,98200,21050
IP10304,16-03-2023,iPhone 15 Pro,512GB,White,West,Pune,Online,144700,2,0.15,289400,245990,207600,38390
IP10305,22-12-2023,iPhone 14 Pro,1TB,Blue,West,Pune,Online,122500,1,0.2,122500,98000,95900,2100
IP10306,02-06-2023,iPhone 15 Pro Max,1TB,Red,West,Mumbai,Store,154900,2,0,309800,309800,226400,83400
IP10307,23-05-2025,iPhone 14 Pro,128GB,Blue,East,Bhubaneswar,Store,113500,1,0.15,113500,96475,94800,1675
IP10308,07-10-2024,iPhone 14,256GB,Gold,West,Ahmedabad,Store,81000,1,0.05,81000,76950,64000,12950
IP10309,31-03-2025,iPhone 13,256GB,White,North,Lucknow,Online,62600,1,0.05,62600,59470,51700,7770
IP10310,20-04-2024,iPhone 13,128GB,Red,West,Ahmedabad,Store,71600,1,0,71600,71600,50600,21000
IP10311,01-04-2025,iPhone 15 Pro Max,256GB,Black,South,Chennai,Store,162100,1,0.15,162100,137785,115700,22085
IP10312,06-01-2024,iPhone 15 Pro Max,256GB,Blue,West,Pune,Online,147400,1,0,147400,147400,121700,25700
IP10313,11-01-2023,iPhone 15 Pro Max,256GB,Gold,North,Delhi,Store,150700,1,0.05,150700,143165,121800,21365
IP10314,13-01-2025,iPhone 13,1TB,Red,South,Hyderabad,Store,68500,1,0,68500,68500,52000,16500
IP10315,25-10-2024,iPhone 13,512GB,Gold,North,Chandigarh,Store,74100,1,0.15,74100,62985,57200,5785
IP10316,31-01-2025,iPhone 15 Pro Max,1TB,White,East,Patna,Online,140900,2,0,281800,281800,204200,77600
IP10317,01-09-2023,iPhone 14 Pro,256GB,Silver,East,Bhubaneswar,Store,111300,1,0.05,111300,105735,93900,11835
IP10318,26-04-2024,iPhone 13,512GB,Blue,South,Bengaluru,Store,69300,1,0.15,69300,58905,49600,9305
IP10319,13-12-2024,iPhone 15 Pro,512GB,Black,East,Bhubaneswar,Online,130500,1,0.05,130500,123975,101000,22975
IP10320,07-09-2024,iPhone 14,1TB,Blue,South,Bengaluru,Store,76500,1,0.15,76500,65025,54400,10625
IP10321,12-05-2024,iPhone 14,1TB,Blue,West,Pune,Online,82000,2,0.1,164000,147600,138600,9000
IP10322,12-04-2023,iPhone 15 Pro Max,512GB,Silver,South,Bengaluru,Online,157700,1,0.15,157700,134045,117800,16245
IP10323,27-03-2025,iPhone 14 Pro,256GB,Red,West,Ahmedabad,Online,113400,1,0.1,113400,102060,91100,10960
IP10324,11-05-2024,iPhone 14 Pro,256GB,White,South,Chennai,Online,114600,1,0.15,114600,97410,96700,710
IP10325,05-12-2023,iPhone 15 Pro Max,512GB,Red,East,Bhubaneswar,Online,162000,1,0.05,162000,153900,131800,22100
IP10326,29-04-2024,iPhone 15 Pro Max,128GB,Gold,East,Bhubaneswar,Store,160800,1,0,160800,160800,136200,24600
IP10327,10-04-2024,iPhone 15 Pro,128GB,Black,South,Hyderabad,Online,134700,1,0.05,134700,127965,108300,19665
IP10328,03-05-2024,iPhone 14 Pro,1TB,Black,South,Hyderabad,Store,133600,1,0,133600,133600,94400,39200
IP10329,16-01-2023,iPhone 15 Pro,1TB,Black,East,Kolkata,Store,147800,1,0.15,147800,125630,115800,9830
IP10330,27-03-2023,iPhone 15 Pro,128GB,Gold,East,Bhubaneswar,Store,147500,1,0,147500,147500,105900,41600
IP10331,02-06-2024,iPhone 15,512GB,Black,South,Hyderabad,Online,84500,2,0,169000,169000,121200,47800
IP10332,06-04-2025,iPhone 15,512GB,Silver,North,Lucknow,Online,94200,1,0,94200,94200,76500,17700
IP10333,07-01-2024,iPhone 15,128GB,Blue,East,Kolkata,Online,92700,1,0.15,92700,78795,72200,6595
IP10334,06-09-2024,iPhone 14 Pro,1TB,Red,East,Patna,Online,110900,1,0.2,110900,88720,83700,5020
IP10335,11-09-2024,iPhone 14,512GB,Black,South,Hyderabad,Store,71800,1,0.2,71800,57440,59800,-2360
IP10336,20-06-2023,iPhone 14,256GB,Black,North,Chandigarh,Store,75100,1,0.2,75100,60080,57100,2980
IP10337,08-02-2023,iPhone 15,1TB,White,South,Chennai,Store,84700,1,0.05,84700,80465,66100,14365
IP10338,01-02-2024,iPhone 14 Pro,256GB,Silver,North,Delhi,Store,125600,2,0.2,251200,200960,192000,8960
IP10339,18-04-2023,iPhone 13,256GB,White,North,Delhi,Online,63500,1,0.15,63500,53975,48900,5075
IP10340,29-06-2024,iPhone 15 Pro,128GB,White,North,Chandigarh,Store,120600,1,0.05,120600,114570,87800,26770
IP10341,01-10-2023,iPhone 15 Pro,256GB,Black,South,Hyderabad,Store,148200,1,0.05,148200,140790,105300,35490
IP10342,24-03-2025,iPhone 15 Pro Max,512GB,Gold,West,Mumbai,Store,150500,1,0.05,150500,142975,107300,35675
IP10343,14-11-2023,iPhone 15 Pro Max,256GB,Red,West,Pune,Online,154400,1,0.2,154400,123520,121500,2020
IP10344,17-01-2025,iPhone 15 Pro,256GB,Silver,East,Bhubaneswar,Store,149500,1,0,149500,149500,106700,42800
IP10345,25-12-2023,iPhone 14 Pro,1TB,Gold,West,Ahmedabad,Store,123100,1,0.15,123100,104635,90600,14035
IP10346,03-01-2023,iPhone 14,512GB,Red,South,Hyderabad,Store,77000,2,0.05,154000,146300,114400,31900
IP10347,20-11-2023,iPhone 14,512GB,Silver,South,Chennai,Online,80700,1,0.2,80700,64560,57000,7560
IP10348,05-12-2024,iPhone 15,1TB,Gold,South,Chennai,Online,93700,1,0.1,93700,84330,71600,12730
IP10349,27-03-2025,iPhone 14,512GB,Silver,North,Chandigarh,Store,75900,2,0,151800,151800,111200,40600
IP10350,15-03-2025,iPhone 15 Pro,256GB,Black,West,Pune,Online,143600,1,0,143600,143600,113200,30400
IP10351,17-03-2025,iPhone 14,256GB,Red,South,Chennai,Store,83200,1,0,83200,83200,65700,17500
IP10352,03-03-2023,iPhone 14,256GB,Silver,North,Lucknow,Store,79200,1,0.05,79200,75240,64300,10940
IP10353,10-02-2025,iPhone 15 Pro Max,256GB,Red,South,Hyderabad,Store,147000,2,0.1,294000,264600,242800,21800
IP10354,06-11-2023,iPhone 15,1TB,Gold,West,Pune,Store,89100,1,0.1,89100,80190,64000,16190
IP10355,17-04-2023,iPhone 15 Pro,1TB,Red,North,Lucknow,Store,125300,1,0.1,125300,112770,88400,24370
IP10356,20-05-2024,iPhone 14,512GB,Blue,East,Kolkata,Online,81700,1,0.05,81700,77615,67000,10615
IP10357,23-02-2023,iPhone 13,512GB,Gold,East,Patna,Online,74500,1,0.05,74500,70775,57900,12875
IP10358,20-01-2023,iPhone 14 Pro,256GB,Red,South,Chennai,Store,134900,1,0.1,134900,121410,99700,21710
IP10359,23-02-2024,iPhone 15,1TB,Red,South,Hyderabad,Store,91400,1,0.05,91400,86830,77600,9230
IP10360,03-01-2023,iPhone 14,1TB,White,North,Lucknow,Online,82200,1,0,82200,82200,65200,17000
IP10361,11-06-2025,iPhone 15 Pro Max,128GB,Black,East,Kolkata,Online,156100,1,0,156100,156100,130200,25900
IP10362,23-12-2023,iPhone 15 Pro Max,256GB,Black,South,Hyderabad,Store,142700,1,0.1,142700,128430,108300,20130
IP10363,26-09-2024,iPhone 13,1TB,Silver,East,Kolkata,Online,61900,1,0.2,61900,49520,43700,5820
IP10364,07-01-2025,iPhone 15 Pro,1TB,Black,North,Lucknow,Store,145900,1,0.2,145900,116720,109300,7420
IP10365,20-06-2024,iPhone 14 Pro,128GB,Gold,East,Kolkata,Online,123800,1,0,123800,123800,91900,31900
IP10366,04-05-2023,iPhone 15 Pro,256GB,White,South,Hyderabad,Store,131200,2,0.1,262400,236160,211000,25160
IP10367,25-06-2023,iPhone 14 Pro,1TB,Black,West,Pune,Store,122400,1,0.2,122400,97920,103300,-5380
IP10368,18-11-2024,iPhone 14,256GB,Blue,North,Lucknow,Online,80200,1,0,80200,80200,68100,12100
IP10369,24-04-2023,iPhone 15,1TB,Red,East,Kolkata,Online,87400,2,0.05,174800,166060,135800,30260
IP10370,25-04-2023,iPhone 13,1TB,Red,West,Ahmedabad,Online,72400,2,0.2,144800,115840,115800,40
IP10371,09-02-2023,iPhone 13,256GB,White,East,Patna,Online,68500,1,0,68500,68500,55500,13000
IP10372,04-08-2023,iPhone 15 Pro Max,512GB,Gold,North,Delhi,Store,163900,2,0,327800,327800,241600,86200
IP10373,24-07-2024,iPhone 14,256GB,Silver,East,Kolkata,Store,83000,1,0.05,83000,78850,62300,16550
IP10374,10-07-2024,iPhone 15 Pro,256GB,Gold,East,Bhubaneswar,Store,140900,1,0.15,140900,119765,100900,18865
IP10375,28-10-2024,iPhone 15 Pro Max,256GB,Silver,North,Lucknow,Store,162600,1,0,162600,162600,135300,27300
IP10376,10-07-2024,iPhone 13,1TB,White,North,Chandigarh,Store,73100,1,0.1,73100,65790,60800,4990
IP10377,01-03-2024,iPhone 13,512GB,Red,East,Kolkata,Store,61900,1,0.2,61900,49520,45500,4020
IP10378,04-07-2024,iPhone 15,1TB,White,East,Kolkata,Store,82400,2,0.05,164800,156560,129200,27360
IP10379,11-08-2024,iPhone 15 Pro Max,128GB,Black,West,Mumbai,Store,155200,1,0.05,155200,147440,113100,34340
IP10380,08-06-2024,iPhone 15 Pro Max,1TB,Blue,West,Mumbai,Online,158500,1,0,158500,158500,124300,34200
IP10381,26-12-2023,iPhone 14 Pro,1TB,Blue,West,Mumbai,Online,116500,2,0,233000,233000,163400,69600
IP10382,31-12-2023,iPhone 14,1TB,Red,East,Kolkata,Online,81700,1,0,81700,81700,60700,21000
IP10383,30-03-2024,iPhone 14 Pro,128GB,Gold,West,Pune,Online,123500,2,0.1,247000,222300,204000,18300
IP10384,16-02-2024,iPhone 15,1TB,Black,South,Hyderabad,Online,89500,1,0.15,89500,76075,72800,3275
IP10385,05-10-2023,iPhone 14,256GB,Blue,West,Pune,Store,84100,2,0.05,168200,159790,137200,22590
IP10386,20-11-2023,iPhone 13,256GB,Red,West,Pune,Store,64500,1,0.15,64500,54825,52600,2225
IP10387,05-02-2024,iPhone 13,512GB,Blue,South,Hyderabad,Store,68700,1,0.2,68700,54960,48700,6260
IP10388,30-04-2023,iPhone 15 Pro,256GB,Red,North,Delhi,Store,121400,1,0,121400,121400,103000,18400
IP10389,17-11-2024,iPhone 15,512GB,Gold,East,Patna,Store,94500,2,0.1,189000,170100,150600,19500
IP10390,16-01-2024,iPhone 15,256GB,Blue,West,Ahmedabad,Online,85800,1,0.15,85800,72930,60300,12630
IP10391,07-10-2024,iPhone 14 Pro,256GB,Red,West,Pune,Store,119300,2,0.2,238600,190880,194600,-3720
IP10392,23-07-2024,iPhone 14,512GB,Red,West,Pune,Store,70000,1,0,70000,70000,51900,18100
IP10393,12-10-2023,iPhone 15 Pro,256GB,Gold,South,Hyderabad,Online,148300,1,0.15,148300,126055,113900,12155
IP10394,08-02-2023,iPhone 15 Pro Max,256GB,Red,West,Ahmedabad,Online,155800,1,0.15,155800,132430,125300,7130
IP10395,02-06-2025,iPhone 15 Pro Max,1TB,White,West,Mumbai,Store,165200,1,0.05,165200,156940,132500,24440
IP10396,22-01-2023,iPhone 15 Pro Max,1TB,Red,North,Chandigarh,Store,143900,1,0.2,143900,115120,121300,-6180
IP10397,17-01-2025,iPhone 15,1TB,Gold,North,Chandigarh,Online,80500,1,0,80500,80500,67700,12800
IP10398,18-05-2025,iPhone 14,512GB,White,North,Lucknow,Store,79600,1,0.1,79600,71640,64800,6840
IP10399,28-03-2024,iPhone 15,128GB,Black,North,Chandigarh,Online,94800,1,0.2,94800,75840,70900,4940
IP10400,10-06-2024,iPhone 15 Pro Max,256GB,Red,West,Pune,Store,162400,1,0.2,162400,129920,114400,15520
IP10401,03-03-2025,iPhone 15 Pro Max,256GB,Blue,North,Chandigarh,Online,161400,1,0.1,161400,145260,133900,11360
IP10402,27-07-2023,iPhone 15,128GB,Black,South,Chennai,Store,88100,2,0.1,176200,158580,128200,30380
IP10403,18-10-2024,iPhone 15,256GB,Gold,East,Patna,Store,81400,2,0,162800,162800,132800,30000
IP10404,16-11-2024,iPhone 15,1TB,Blue,North,Chandigarh,Online,88000,1,0,88000,88000,69900,18100
IP10405,23-11-2024,iPhone 13,512GB,Silver,North,Lucknow,Online,73700,1,0.05,73700,70015,58400,11615
IP10406,11-07-2024,iPhone 15 Pro,256GB,Gold,South,Chennai,Store,133900,1,0.15,133900,113815,96100,17715
IP10407,30-09-2023,iPhone 14,1TB,Silver,South,Bengaluru,Store,79100,2,0.15,158200,134470,121000,13470
IP10408,08-11-2024,iPhone 13,256GB,Red,East,Patna,Online,63400,2,0.05,126800,120460,90000,30460
IP10409,15-05-2024,iPhone 14,512GB,Silver,North,Lucknow,Online,74000,2,0.2,148000,118400,113200,5200
IP10410,05-03-2023,iPhone 14,512GB,Blue,South,Chennai,Online,76800,2,0.1,153600,138240,118200,20040
IP10411,16-11-2023,iPhone 15 Pro Max,1TB,Gold,West,Ahmedabad,Store,151900,1,0.2,151900,121520,120000,1520
IP10412,27-06-2024,iPhone 15,128GB,Blue,West,Pune,Online,89900,1,0.1,89900,80910,74500,6410
IP10413,12-04-2023,iPhone 15 Pro,128GB,Silver,South,Chennai,Online,147200,1,0.05,147200,139840,113600,26240
IP10414,29-03-2023,iPhone 14 Pro,128GB,White,West,Ahmedabad,Online,113600,2,0.2,227200,181760,192600,-10840
IP10415,02-11-2024,iPhone 15,1TB,Gold,South,Hyderabad,Store,80300,1,0.15,80300,68255,63700,4555
IP10416,21-10-2024,iPhone 14,1TB,Silver,South,Hyderabad,Online,75200,2,0.15,150400,127840,105600,22240
IP10417,14-05-2025,iPhone 14 Pro,256GB,White,West,Pune,Online,122900,1,0.1,122900,110610,102300,8310
IP10418,11-08-2024,iPhone 13,1TB,White,South,Chennai,Store,61200,1,0.15,61200,52020,45800,6220
IP10419,15-06-2023,iPhone 15 Pro Max,1TB,Red,East,Patna,Online,157000,1,0,157000,157000,126200,30800
IP10420,23-05-2023,iPhone 15 Pro,128GB,White,West,Mumbai,Store,126000,1,0.05,126000,119700,100900,18800
IP10421,21-05-2025,iPhone 15 Pro,512GB,White,East,Bhubaneswar,Store,139100,1,0.2,139100,111280,116100,-4820
IP10422,09-01-2023,iPhone 15 Pro,128GB,Gold,North,Chandigarh,Store,148100,1,0.2,148100,118480,117300,1180
IP10423,06-07-2024,iPhone 13,1TB,Gold,South,Chennai,Online,70600,2,0.05,141200,134140,119000,15140
IP10424,09-05-2025,iPhone 14 Pro,128GB,Red,West,Pune,Online,130000,1,0.15,130000,110500,102900,7600
IP10425,18-01-2024,iPhone 13,256GB,White,West,Ahmedabad,Store,61200,2,0.05,122400,116280,95800,20480
IP10426,25-01-2024,iPhone 15 Pro,256GB,White,South,Bengaluru,Store,144500,1,0.2,144500,115600,111600,4000
IP10427,07-05-2023,iPhone 14 Pro,256GB,Blue,West,Pune,Store,123200,1,0.2,123200,98560,94300,4260
IP10428,12-01-2023,iPhone 15 Pro Max,128GB,White,East,Kolkata,Store,147400,1,0.05,147400,140030,113800,26230
IP10429,31-08-2023,iPhone 15 Pro Max,256GB,White,South,Hyderabad,Store,146600,1,0.05,146600,139270,113000,26270
IP10430,15-11-2024,iPhone 15 Pro Max,1TB,Red,South,Hyderabad,Store,145500,1,0.15,145500,123675,111300,12375
IP10431,15-10-2023,iPhone 15,1TB,Black,North,Chandigarh,Store,87500,1,0.1,87500,78750,61500,17250
IP10432,23-12-2024,iPhone 15,1TB,Blue,North,Lucknow,Online,83400,2,0.15,166800,141780,130400,11380
IP10433,28-02-2023,iPhone 15 Pro Max,512GB,Black,East,Kolkata,Store,159500,1,0.05,159500,151525,121300,30225
IP10434,20-03-2024,iPhone 15,512GB,Blue,West,Pune,Online,81100,1,0.2,81100,64880,59200,5680
IP10435,21-06-2025,iPhone 15,512GB,Silver,North,Delhi,Online,86900,1,0.15,86900,73865,73400,465
IP10436,24-01-2023,iPhone 13,128GB,White,East,Patna,Online,66400,2,0.15,132800,112880,107600,5280
IP10437,17-01-2024,iPhone 14,256GB,Silver,West,Mumbai,Store,84800,2,0,169600,169600,132600,37000
IP10438,30-08-2024,iPhone 15 Pro Max,512GB,Blue,North,Chandigarh,Online,157600,1,0,157600,157600,127500,30100
IP10439,26-05-2024,iPhone 15,512GB,Silver,South,Chennai,Online,89100,1,0,89100,89100,74400,14700
